model,qid,query,rank,docno,score,title,filename
TF_IDF,1,python programming language,11,en_articles_z_e_n_Zend_Framework_a5ef_html,5.320976075495882,"Zend Framework - Wikipedia, the free encyclopedia",en/articles/z/e/n/Zend_Framework_a5ef.html
TF_IDF,1,python programming language,12,en_articles_l_i_s_List_of_TV_shows_made_into_films_9d9b_html,5.175466614106784,"List of TV shows made into films - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_TV_shows_made_into_films_9d9b.html
TF_IDF,1,python programming language,13,en_articles_p_r_i_Prince_XML_03cf_html,5.169314471618803,"Prince XML - Wikipedia, the free encyclopedia",en/articles/p/r/i/Prince_XML_03cf.html
TF_IDF,1,python programming language,14,en_articles_t_r_a_Trade_Descriptions_Act_1968_c986_html,5.074118987457449,"Trade Descriptions Act 1968 - Wikipedia, the free encyclopedia",en/articles/t/r/a/Trade_Descriptions_Act_1968_c986.html
TF_IDF,1,python programming language,15,en_articles_c_l_x_CLX__Common_Lisp__1911_html,5.0353750216971065,"CLX (Common Lisp) - Wikipedia, the free encyclopedia",en/articles/c/l/x/CLX_(Common_Lisp)_1911.html
TF_IDF,1,python programming language,16,en_articles_e_s_c_Escuela_Bella_Vista_f88e_html,5.002784697317435,"Escuela Bella Vista - Wikipedia, the free encyclopedia",en/articles/e/s/c/Escuela_Bella_Vista_f88e.html
TF_IDF,1,python programming language,17,en_articles_p_o_n_Pontius_Pilate_s_wife_80f1_html,4.959950782994012,"Pontius Pilate's wife - Wikipedia, the free encyclopedia",en/articles/p/o/n/Pontius_Pilate's_wife_80f1.html
TF_IDF,1,python programming language,18,en_articles_m_u_r_Murrah_High_School_1c6f_html,4.954875527220514,"Murrah High School - Wikipedia, the free encyclopedia",en/articles/m/u/r/Murrah_High_School_1c6f.html
TF_IDF,1,python programming language,19,en_articles_h_a_s_Haskell_Curry_f97c_html,4.942662085089694,"Haskell Curry - Wikipedia, the free encyclopedia",en/articles/h/a/s/Haskell_Curry_f97c.html
TF_IDF,1,python programming language,20,en_articles_c_k_u_CKUT-FM_fe8d_html,4.926900884188335,"CKUT-FM - Wikipedia, the free encyclopedia",en/articles/c/k/u/CKUT-FM_fe8d.html
TF_IDF,1,python programming language,21,en_articles_o_d_l_Odle_Middle_School_bcc5_html,4.925227800260096,"Odle Middle School - Wikipedia, the free encyclopedia",en/articles/o/d/l/Odle_Middle_School_bcc5.html
TF_IDF,1,python programming language,22,en_articles_l_i_s_List_of_Chinese_language_schools_in_Taiwan_dd69_html,4.860063552734942,"List of Chinese language schools in Taiwan - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_Chinese_language_schools_in_Taiwan_dd69.html
TF_IDF,1,python programming language,23,en_articles_l_i_s_List_of_Arrow_Dynamics_roller_coasters_ca82_html,4.803165531131587,"List of Arrow Dynamics roller coasters - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_Arrow_Dynamics_roller_coasters_ca82.html
TF_IDF,1,python programming language,24,en_articles_i_o___IO_Digital_Cable_Service_c31a_html,4.757736449797711,"iO Digital Cable Service - Wikipedia, the free encyclopedia",en/articles/i/o/_/IO_Digital_Cable_Service_c31a.html
TF_IDF,1,python programming language,25,en_articles_g_r_a_Graphical_user_interface_builder_html,4.753620246865044,"Graphical user interface builder - Wikipedia, the free encyclopedia",en/articles/g/r/a/Graphical_user_interface_builder.html
TF_IDF,1,python programming language,26,en_articles_n_a_o_Naomi_Nari_Nam_e255_html,4.749674433051637,"Naomi Nari Nam - Wikipedia, the free encyclopedia",en/articles/n/a/o/Naomi_Nari_Nam_e255.html
TF_IDF,1,python programming language,27,en_articles_c_t_c_CTC_Media_7331_html,4.72459902588055,"CTC Media - Wikipedia, the free encyclopedia",en/articles/c/t/c/CTC_Media_7331.html
TF_IDF,1,python programming language,28,en_articles_i_n_s_Insurance_Institute_for_Highway_Safety_656d_html,4.705077777954078,"Insurance Institute for Highway Safety - Wikipedia, the free encyclopedia",en/articles/i/n/s/Insurance_Institute_for_Highway_Safety_656d.html
TF_IDF,1,python programming language,29,en_articles_d_e_f_Defeasible_logic_html,4.674319974790292,"Defeasible logic - Wikipedia, the free encyclopedia",en/articles/d/e/f/Defeasible_logic.html
TF_IDF,1,python programming language,30,en_articles_r_d_R_dio_e_Televis_o_de_Portugal_a781_html,4.673219699404788,"Rádio e Televisão de Portugal - Wikipedia, the free encyclopedia",en/articles/r/á/d/Rádio_e_Televisão_de_Portugal_a781.html
TF_IDF,1,python programming language,31,en_articles_m_o_n_Monad_html,4.63347025966752,"Monad - Wikipedia, the free encyclopedia",en/articles/m/o/n/Monad.html
TF_IDF,1,python programming language,32,en_articles_i_m_p_Impact_html,4.57910582340254,"Impact - Wikipedia, the free encyclopedia",en/articles/i/m/p/Impact.html
TF_IDF,1,python programming language,33,en_articles_t_h_e_The_Tennessee_Foreign_Language_Institute_e4d6_html,4.538950262020907,"The Tennessee Foreign Language Institute - Wikipedia, the free encyclopedia",en/articles/t/h/e/The_Tennessee_Foreign_Language_Institute_e4d6.html
TF_IDF,1,python programming language,34,en_articles_c_n_s_CNSAD_87b1_html,4.53265618416153,"CNSAD - Wikipedia, the free encyclopedia",en/articles/c/n/s/CNSAD_87b1.html
TF_IDF,1,python programming language,35,en_articles_l_i_n_Linda_de_Mol_1ace_html,4.532597871710065,"Linda de Mol - Wikipedia, the free encyclopedia",en/articles/l/i/n/Linda_de_Mol_1ace.html
TF_IDF,1,python programming language,36,en_articles_f_r_a_Framework_for_Privacy_Analysis_of_Programs__Technologies__and_Applications_4cc9_html,4.531058214622479,"Framework for Privacy Analysis of Programs, Technologies, and Applications - Wikipedia, the free encyclopedia","en/articles/f/r/a/Framework_for_Privacy_Analysis_of_Programs,_Technologies,_and_Applications_4cc9.html"
TF_IDF,1,python programming language,37,en_articles_m_i_c_Microtuner_html,4.473674834481832,"Microtuner - Wikipedia, the free encyclopedia",en/articles/m/i/c/Microtuner.html
TF_IDF,1,python programming language,38,en_articles_t_e_l_Telecare__TV_Network__7f29_html,4.471903716143063,"Telecare (TV Network) - Wikipedia, the free encyclopedia",en/articles/t/e/l/Telecare_(TV_Network)_7f29.html
TF_IDF,1,python programming language,39,en_articles_l_y_n_LynxOS_dd39_html,4.4260021692782585,"LynxOS - Wikipedia, the free encyclopedia",en/articles/l/y/n/LynxOS_dd39.html
TF_IDF,1,python programming language,40,en_articles_l_i_s_List_of_schools_in_Mexico_2e1c_html,4.4254306299090755,"List of schools in Mexico - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_schools_in_Mexico_2e1c.html
TF_IDF,1,python programming language,41,en_articles_b_e_h_Behavioral_Analysis_Unit_f0bc_html,4.368589416919502,"Behavioral Analysis Unit - Wikipedia, the free encyclopedia",en/articles/b/e/h/Behavioral_Analysis_Unit_f0bc.html
TF_IDF,1,python programming language,42,en_articles_d_a_v_David_Munro_e903_html,4.365637314715612,"David Munro - Wikipedia, the free encyclopedia",en/articles/d/a/v/David_Munro_e903.html
TF_IDF,1,python programming language,43,en_articles_p_d___PD_adf8_html,4.3612681570525735,"PD - Wikipedia, the free encyclopedia",en/articles/p/d/_/PD_adf8.html
TF_IDF,1,python programming language,44,en_articles_o_n_s_OnStage_2e81_html,4.348904882064244,"OnStage - Wikipedia, the free encyclopedia",en/articles/o/n/s/OnStage_2e81.html
TF_IDF,1,python programming language,45,en_articles_k_a_n_Kangchenjunga__disambiguation_html,4.339057975612919,"Kangchenjunga (disambiguation) - Wikipedia, the free encyclopedia",en/articles/k/a/n/Kangchenjunga_(disambiguation).html
TF_IDF,1,python programming language,46,en_articles_t_o_y_Toyohashi_University_of_Technology_d2ea_html,4.337379934406666,"Toyohashi University of Technology - Wikipedia, the free encyclopedia",en/articles/t/o/y/Toyohashi_University_of_Technology_d2ea.html
TF_IDF,1,python programming language,47,en_articles_d_s_t_Dstarr_html,4.315252711788831,"Dstarr - Wikipedia, the free encyclopedia",en/articles/d/s/t/Dstarr.html
TF_IDF,1,python programming language,48,en_articles_v_i_s_Vision_for_Space_Exploration_eaf2_html,4.292911492023925,"Vision for Space Exploration - Wikipedia, the free encyclopedia",en/articles/v/i/s/Vision_for_Space_Exploration_eaf2.html
TF_IDF,1,python programming language,49,en_articles_a_p___AP_United_States_Government_and_Politics_fc7f_html,4.2907350115818454,"AP United States Government and Politics - Wikipedia, the free encyclopedia",en/articles/a/p/_/AP_United_States_Government_and_Politics_fc7f.html
TF_IDF,2,world war ii countries,0,en_articles_s_o_v_Soviet_United_States_relations_5247_html,11.411022898953163,"Soviet–United States relations - Wikipedia, the free encyclopedia",en/articles/s/o/v/Soviet–United_States_relations_5247.html
TF_IDF,2,world war ii countries,1,en_articles_w_a_k_Wake_Me_When_the_War_Is_Over_6986_html,11.0609312490333,"Wake Me When the War Is Over - Wikipedia, the free encyclopedia",en/articles/w/a/k/Wake_Me_When_the_War_Is_Over_6986.html
TF_IDF,2,world war ii countries,2,en_articles_1_s_t_1st_Armoured_Brigade__United_Kingdom__c67f_html,10.945310833982163,"1st Armoured Brigade (United Kingdom) - Wikipedia, the free encyclopedia",en/articles/1/s/t/1st_Armoured_Brigade_(United_Kingdom)_c67f.html
TF_IDF,2,world war ii countries,3,en_articles_r_o_a_World_War_II_Combat__Road_to_Berlin_c2f0_html,10.856444520685711,"World War II Combat: Road to Berlin - Wikipedia, the free encyclopedia",en/articles/r/o/a/World_War_II_Combat~_Road_to_Berlin_c2f0.html
TF_IDF,2,world war ii countries,4,en_articles_m_e_r_Merril_Sandoval_e3c8_html,9.887887434790557,"Merril Sandoval - Wikipedia, the free encyclopedia",en/articles/m/e/r/Merril_Sandoval_e3c8.html
TF_IDF,2,world war ii countries,5,en_articles_l_i_s_List_of_theaters_and_campaigns_of_World_War_II_628d_html,9.718660200282345,"List of theaters and campaigns of World War II - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_theaters_and_campaigns_of_World_War_II_628d.html
TF_IDF,2,world war ii countries,6,en_articles_1_s_t_1st_Battalion_2nd_Marines_cc49_html,9.39826598482592,"1st Battalion 2nd Marines - Wikipedia, the free encyclopedia",en/articles/1/s/t/1st_Battalion_2nd_Marines_cc49.html
TF_IDF,2,world war ii countries,7,en_articles_n_a_t_National_Association_of_Russian_Explorers_b145_html,9.33604226531639,"National Association of Russian Explorers - Wikipedia, the free encyclopedia",en/articles/n/a/t/National_Association_of_Russian_Explorers_b145.html
TF_IDF,2,world war ii countries,8,en_articles_b_o_m_Bombing_of_Osaka_in_World_War_II_4895_html,9.324281780866837,"Bombing of Osaka in World War II - Wikipedia, the free encyclopedia",en/articles/b/o/m/Bombing_of_Osaka_in_World_War_II_4895.html
TF_IDF,2,world war ii countries,9,en_articles_3_r_d_3rd_Marine_Division__United_States__e0f4_html,9.323735061478889,"3rd Marine Division (United States) - Wikipedia, the free encyclopedia",en/articles/3/r/d/3rd_Marine_Division_(United_States)_e0f4.html
TF_IDF,2,world war ii countries,10,en_articles_h_e_s_Hestercombe_House_ff46_html,9.240714689911417,"Hestercombe House - Wikipedia, the free encyclopedia",en/articles/h/e/s/Hestercombe_House_ff46.html
TF_IDF,2,world war ii countries,11,en_articles_p_o_l_Polish_3rd_Legions_Infantry_Division_07e5_html,9.20416762697697,"Polish 3rd Legions Infantry Division - Wikipedia, the free encyclopedia",en/articles/p/o/l/Polish_3rd_Legions_Infantry_Division_07e5.html
TF_IDF,2,world war ii countries,12,en_articles_1_s_t_1st_Battalion_23rd_Marines_6a26_html,9.117786251832424,"1st Battalion 23rd Marines - Wikipedia, the free encyclopedia",en/articles/1/s/t/1st_Battalion_23rd_Marines_6a26.html
TF_IDF,2,world war ii countries,13,en_articles_j_a_m_James_R__Hendrix_5e56_html,9.030315757914138,"James R. Hendrix - Wikipedia, the free encyclopedia",en/articles/j/a/m/James_R._Hendrix_5e56.html
TF_IDF,2,world war ii countries,14,en_articles_p_h_i_Philcon_html,8.925464396274803,"Philcon - Wikipedia, the free encyclopedia",en/articles/p/h/i/Philcon.html
TF_IDF,2,world war ii countries,15,en_articles_t_e_r_Teruhisa_Komatsu_00a9_html,8.912339931162359,"Teruhisa Komatsu - Wikipedia, the free encyclopedia",en/articles/t/e/r/Teruhisa_Komatsu_00a9.html
TF_IDF,2,world war ii countries,16,en_articles_m_g_-_MG-13_787f_html,8.901007951750838,"MG-13 - Wikipedia, the free encyclopedia",en/articles/m/g/-/MG-13_787f.html
TF_IDF,2,world war ii countries,17,en_articles_s_t_e_Stepan_Kretov_ea42_html,8.831395332482842,"Stepan Kretov - Wikipedia, the free encyclopedia",en/articles/s/t/e/Stepan_Kretov_ea42.html
TF_IDF,2,world war ii countries,18,en_articles_g_a_k_Gakusei_Kai_bf3f_html,8.75797361924421,"Gakusei Kai - Wikipedia, the free encyclopedia",en/articles/g/a/k/Gakusei_Kai_bf3f.html
TF_IDF,2,world war ii countries,19,en_articles_u_s_s_USS_Nemasket__AOG-10__9646_html,8.754173400114523,"USS Nemasket (AOG-10) - Wikipedia, the free encyclopedia",en/articles/u/s/s/USS_Nemasket_(AOG-10)_9646.html
TF_IDF,2,world war ii countries,20,en_articles_u_s_s_USS_Dutchess__APA-98__9f78_html,8.73330482135172,"USS Dutchess (APA-98) - Wikipedia, the free encyclopedia",en/articles/u/s/s/USS_Dutchess_(APA-98)_9f78.html
TF_IDF,2,world war ii countries,21,en_articles_l_e_s_Leslie_E__Brown_7c5d_html,8.717405025364817,"Leslie E. Brown - Wikipedia, the free encyclopedia",en/articles/l/e/s/Leslie_E._Brown_7c5d.html
TF_IDF,2,world war ii countries,22,en_articles_p_a_n_Panorama__German_wartime_newsreel__cba4_html,8.71337310865012,"Panorama (German wartime newsreel) - Wikipedia, the free encyclopedia",en/articles/p/a/n/Panorama_(German_wartime_newsreel)_cba4.html
TF_IDF,2,world war ii countries,23,en_articles_c_a_i_Cairo_Conference_5945_html,8.709349180473083,"Cairo Conference - Wikipedia, the free encyclopedia",en/articles/c/a/i/Cairo_Conference_5945.html
TF_IDF,2,world war ii countries,24,en_articles_w_a_l_Walter_Krueger_dba7_html,8.69141685453155,"Walter Krueger - Wikipedia, the free encyclopedia",en/articles/w/a/l/Walter_Krueger_dba7.html
TF_IDF,2,world war ii countries,25,en_articles_w_i_l_Wilfred__Chicken__Smallhorn_4bff_html,8.674612236985501,"Wilfred ""Chicken"" Smallhorn - Wikipedia, the free encyclopedia",en/articles/w/i/l/Wilfred__Chicken__Smallhorn_4bff.html
TF_IDF,2,world war ii countries,26,en_articles_r_a_j_Rajadiraja_Chola_II_c4b5_html,8.655605411034296,"Rajadiraja Chola II - Wikipedia, the free encyclopedia",en/articles/r/a/j/Rajadiraja_Chola_II_c4b5.html
TF_IDF,2,world war ii countries,27,en_articles_h_m_a_HMAS_Glenelg__J236__8adc_html,8.62221129406781,"HMAS Glenelg (J236) - Wikipedia, the free encyclopedia",en/articles/h/m/a/HMAS_Glenelg_(J236)_8adc.html
TF_IDF,2,world war ii countries,28,en_articles_c_r_o_Croatian-Peruvians_bddb_html,8.615653466073763,"Croatian-Peruvians - Wikipedia, the free encyclopedia",en/articles/c/r/o/Croatian-Peruvians_bddb.html
TF_IDF,2,world war ii countries,29,en_articles_s_a_n_Sanacja_html,8.604659700551842,"Sanacja - Wikipedia, the free encyclopedia",en/articles/s/a/n/Sanacja.html
TF_IDF,2,world war ii countries,30,en_articles_c_h_Ch_teau_de_Puybardeau_bd54_html,8.541365872925136,"Château de Puybardeau - Wikipedia, the free encyclopedia",en/articles/c/h/â/Château_de_Puybardeau_bd54.html
TF_IDF,2,world war ii countries,31,en_articles_f_o_r_For_Tomorrow_102f_html,8.502295193020707,"For Tomorrow - Wikipedia, the free encyclopedia",en/articles/f/o/r/For_Tomorrow_102f.html
TF_IDF,2,world war ii countries,32,en_articles_j_a_n_Jan_Syrov__90ae_html,8.49734503240153,"Jan Syrový - Wikipedia, the free encyclopedia",en/articles/j/a/n/Jan_Syrový_90ae.html
TF_IDF,2,world war ii countries,33,en_articles_b_l___BL_6_inch_Gun_Mk_7_6e78_html,8.452328996255751,"BL 6 inch Gun Mk 7 - Wikipedia, the free encyclopedia",en/articles/b/l/_/BL_6_inch_Gun_Mk_7_6e78.html
TF_IDF,2,world war ii countries,34,en_articles_g_e_r_Germanic-SS_ff54_html,8.448152506312944,"Germanic-SS - Wikipedia, the free encyclopedia",en/articles/g/e/r/Germanic-SS_ff54.html
TF_IDF,2,world war ii countries,35,en_articles_d_e_s_Desmond_Llewelyn_e92b_html,8.393861307252623,"Desmond Llewelyn - Wikipedia, the free encyclopedia",en/articles/d/e/s/Desmond_Llewelyn_e92b.html
TF_IDF,2,world war ii countries,36,en_articles_p_r_o_Provisional_Administration_6e76_html,8.348243800099569,"Provisional Administration - Wikipedia, the free encyclopedia",en/articles/p/r/o/Provisional_Administration_6e76.html
TF_IDF,2,world war ii countries,37,en_articles_m_a_t_Matilda_tank_html,8.347420136102343,"Matilda tank - Wikipedia, the free encyclopedia",en/articles/m/a/t/Matilda_tank.html
TF_IDF,2,world war ii countries,38,en_articles_a_d_a_Adam_Studzi_ski_87f1_html,8.347198305562761,"Adam Studziński - Wikipedia, the free encyclopedia",en/articles/a/d/a/Adam_Studziński_87f1.html
TF_IDF,2,world war ii countries,39,en_articles_s_t_u_Sturmpistole_html,8.341386234486938,"Sturmpistole - Wikipedia, the free encyclopedia",en/articles/s/t/u/Sturmpistole.html
TF_IDF,2,world war ii countries,40,en_articles_a_s_t_Astrid_L_ken_9e26_html,8.307346649605957,"Astrid Løken - Wikipedia, the free encyclopedia",en/articles/a/s/t/Astrid_Løken_9e26.html
TF_IDF,2,world war ii countries,41,en_articles_m_a_c_Maciej_Aleksy_Dawidowski_d63d_html,8.251246938792587,"Maciej Aleksy Dawidowski - Wikipedia, the free encyclopedia",en/articles/m/a/c/Maciej_Aleksy_Dawidowski_d63d.html
TF_IDF,2,world war ii countries,42,en_articles_b_e_t_Bethlehem_Steel_119e_html,8.225977063759142,"Bethlehem Steel - Wikipedia, the free encyclopedia",en/articles/b/e/t/Bethlehem_Steel_119e.html
TF_IDF,2,world war ii countries,43,en_articles_o_t_t_Otto_Dix_593c_html,8.15032716145032,"Otto Dix - Wikipedia, the free encyclopedia",en/articles/o/t/t/Otto_Dix_593c.html
TF_IDF,2,world war ii countries,44,en_articles_a___l_A_Love_in_Germany_6814_html,8.132936401079196,"A Love in Germany - Wikipedia, the free encyclopedia",en/articles/a/_/l/A_Love_in_Germany_6814.html
TF_IDF,2,world war ii countries,45,en_articles_t_i_b_Command___Conquer__Tiberium_Wars__novel__0a72_html,8.129046821463387,"Command & Conquer: Tiberium Wars (novel) - Wikipedia, the free encyclopedia",en/articles/t/i/b/Command_&_Conquer~_Tiberium_Wars_(novel)_0a72.html
TF_IDF,2,world war ii countries,46,en_articles_r_o_b_Robert_Stinnett_c7d8_html,8.116782562349965,"Robert Stinnett - Wikipedia, the free encyclopedia",en/articles/r/o/b/Robert_Stinnett_c7d8.html
TF_IDF,2,world war ii countries,47,en_articles_j_o_h_John_Edward_McCarthy_4f09_html,8.059883729299134,"John Edward McCarthy - Wikipedia, the free encyclopedia",en/articles/j/o/h/John_Edward_McCarthy_4f09.html
TF_IDF,2,world war ii countries,48,en_articles_g_e_o_George_B__Simler_1b09_html,8.054969423155129,"George B. Simler - Wikipedia, the free encyclopedia",en/articles/g/e/o/George_B._Simler_1b09.html
TF_IDF,2,world war ii countries,49,en_articles_b_r_u_Brusy_html,8.034652793109085,"Brusy - Wikipedia, the free encyclopedia",en/articles/b/r/u/Brusy.html
TF_IDF,3,plants Argentina,0,en_articles_s_u_n_Sungrebe_html,7.90916441613849,"Sungrebe - Wikipedia, the free encyclopedia",en/articles/s/u/n/Sungrebe.html
TF_IDF,3,plants Argentina,1,en_articles_m_r_2E_Mr__Bricolage_c06c_html,6.832357626481817,"Mr. Bricolage - Wikipedia, the free encyclopedia",en/articles/m/r/2E/Mr._Bricolage_c06c.html
TF_IDF,3,plants Argentina,2,en_articles_h_u_g_Hugo_Porta_10e3_html,6.702326268720613,"Hugo Porta - Wikipedia, the free encyclopedia",en/articles/h/u/g/Hugo_Porta_10e3.html
TF_IDF,3,plants Argentina,3,en_articles_v_e_r_Ver_nico_Cruz__film__fa73_html,6.451643983164435,"Verónico Cruz (film) - Wikipedia, the free encyclopedia",en/articles/v/e/r/Verónico_Cruz_(film)_fa73.html
TF_IDF,3,plants Argentina,4,en_articles_j_u_a_Juan__lvarez__historian__f8d3_html,6.351172512509442,"Juan Álvarez (historian) - Wikipedia, the free encyclopedia",en/articles/j/u/a/Juan_Álvarez_(historian)_f8d3.html
TF_IDF,3,plants Argentina,5,en_articles_i_n_d_Independiente_de_La_Rioja_d4de_html,6.263223796171647,"Independiente de La Rioja - Wikipedia, the free encyclopedia",en/articles/i/n/d/Independiente_de_La_Rioja_d4de.html
TF_IDF,3,plants Argentina,6,en_articles_2_0_0_2000_Volleyball_America_s_Cup_d018_html,6.1080448492604384,"2000 Volleyball America's Cup - Wikipedia, the free encyclopedia",en/articles/2/0/0/2000_Volleyball_America's_Cup_d018.html
TF_IDF,3,plants Argentina,7,en_articles_e_n_r_Enrique_Santiago_Petracchi_510c_html,6.095869256961843,"Enrique Santiago Petracchi - Wikipedia, the free encyclopedia",en/articles/e/n/r/Enrique_Santiago_Petracchi_510c.html
TF_IDF,3,plants Argentina,8,en_articles_p_i_e_Pierre_Daye_169e_html,6.043623534613175,"Pierre Daye - Wikipedia, the free encyclopedia",en/articles/p/i/e/Pierre_Daye_169e.html
TF_IDF,3,plants Argentina,9,en_articles_e_z_e_Ezequiel_Paul_n_5a9f_html,6.012886673619553,"Ezequiel Paulón - Wikipedia, the free encyclopedia",en/articles/e/z/e/Ezequiel_Paulón_5a9f.html
TF_IDF,3,plants Argentina,10,en_articles_e_l_o_Eloy_Fari_a_N_ez_c497_html,6.004143559893576,"Eloy Fariña Núñez - Wikipedia, the free encyclopedia",en/articles/e/l/o/Eloy_Fariña_Núñez_c497.html
TF_IDF,3,plants Argentina,11,en_articles_f_l_a_Flags_of_active_autonomist_and_secessionist_movements_html,5.946217028671176,"Flags of active autonomist and secessionist movements - Wikipedia, the free encyclopedia",en/articles/f/l/a/Flags_of_active_autonomist_and_secessionist_movements.html
TF_IDF,3,plants Argentina,12,en_articles_c_h_a_Chacabuco__Buenos_Aires_db6b_html,5.8235577452261404,"Chacabuco, Buenos Aires - Wikipedia, the free encyclopedia","en/articles/c/h/a/Chacabuco,_Buenos_Aires_db6b.html"
TF_IDF,3,plants Argentina,13,en_articles_u_n_i_University_of_Belgrano_dc54_html,5.728674831304903,"University of Belgrano - Wikipedia, the free encyclopedia",en/articles/u/n/i/University_of_Belgrano_dc54.html
TF_IDF,3,plants Argentina,14,en_articles_h_y_d_Hydrocotyle_bonariensis_html,5.6144762795495975,"Hydrocotyle bonariensis - Wikipedia, the free encyclopedia",en/articles/h/y/d/Hydrocotyle_bonariensis.html
TF_IDF,3,plants Argentina,15,en_articles_c_o_m_Companion_planting_html,5.594457851257551,"Companion planting - Wikipedia, the free encyclopedia",en/articles/c/o/m/Companion_planting.html
TF_IDF,3,plants Argentina,16,en_articles_j_u_l_Julio_Ch_vez_ac6e_html,5.488179721705575,"Julio Chávez - Wikipedia, the free encyclopedia",en/articles/j/u/l/Julio_Chávez_ac6e.html
TF_IDF,3,plants Argentina,17,en_articles_b_e_l_Belgrano__disambiguation_html,5.334236705742287,"Belgrano (disambiguation) - Wikipedia, the free encyclopedia",en/articles/b/e/l/Belgrano_(disambiguation).html
TF_IDF,3,plants Argentina,18,en_articles_v_o_g_Vogtle_Electric_Generating_Plant_df04_html,5.280322580591364,"Vogtle Electric Generating Plant - Wikipedia, the free encyclopedia",en/articles/v/o/g/Vogtle_Electric_Generating_Plant_df04.html
TF_IDF,3,plants Argentina,19,en_articles_e_n_v_Environmental_effects_of_nuclear_power_html,5.240927014600353,"Environmental effects of nuclear power - Wikipedia, the free encyclopedia",en/articles/e/n/v/Environmental_effects_of_nuclear_power.html
TF_IDF,3,plants Argentina,20,en_articles_a_r_a_Arachis_villosulicarpa_html,5.191521911138463,"Arachis villosulicarpa - Wikipedia, the free encyclopedia",en/articles/a/r/a/Arachis_villosulicarpa.html
TF_IDF,3,plants Argentina,21,en_articles_i_p_e_Ipecacuanha_html,5.154286876937134,"Ipecacuanha - Wikipedia, the free encyclopedia",en/articles/i/p/e/Ipecacuanha.html
TF_IDF,3,plants Argentina,22,en_articles_g_r_e_Grevillea__Moonlight__824e_html,5.118653922930632,"Grevillea 'Moonlight' - Wikipedia, the free encyclopedia",en/articles/g/r/e/Grevillea_'Moonlight'_824e.html
TF_IDF,3,plants Argentina,23,en_articles_p_a_r_Paratylenchus_macrophallus_html,5.106945132644641,"Paratylenchus macrophallus - Wikipedia, the free encyclopedia",en/articles/p/a/r/Paratylenchus_macrophallus.html
TF_IDF,3,plants Argentina,24,en_articles_a_n_t_Antoine_Laurent_de_Jussieu_5b0d_html,5.084364317903184,"Antoine Laurent de Jussieu - Wikipedia, the free encyclopedia",en/articles/a/n/t/Antoine_Laurent_de_Jussieu_5b0d.html
TF_IDF,3,plants Argentina,25,en_articles_b_e_e_Beekman_Native_Plant_Arboretum_3bfa_html,5.0678410767647355,"Beekman Native Plant Arboretum - Wikipedia, the free encyclopedia",en/articles/b/e/e/Beekman_Native_Plant_Arboretum_3bfa.html
TF_IDF,3,plants Argentina,26,en_articles_g_r_a_Graptophyllum_ilicifolium_html,4.996317169354991,"Graptophyllum ilicifolium - Wikipedia, the free encyclopedia",en/articles/g/r/a/Graptophyllum_ilicifolium.html
