query,metodo,patron,total_postings,tiempo_seg
hagerstown newspaper,con_skip,t1 AND t2,152,0.000015710
amc norwalk,sin_skip,t1 AND t2,10,0.000007610
amc norwalk,con_skip,t1 AND t2,10,0.000009496
toy soldiers,sin_skip,t1 AND t2,118,0.000028628
toy soldiers,con_skip,t1 AND t2,118,0.000039241
spina systems,sin_skip,t1 AND t2,187,0.000053416
spina systems,con_skip,t1 AND t2,187,0.000011381
car rentals,sin_skip,t1 AND t2,227,0.000045734
car rentals,con_skip,t1 AND t2,227,0.000031002
radio stations,sin_skip,t1 AND t2,470,0.000080996
radio stations,con_skip,t1 AND t2,470,0.000137972
jade moore,sin_skip,t1 AND t2,53,0.000012918
jade moore,con_skip,t1 AND t2,53,0.000015641
vegetable gardening,sin_skip,t1 AND t2,22,0.000009077
vegetable gardening,con_skip,t1 AND t2,22,0.000015780
entertainment earth,sin_skip,t1 AND t2,241,0.000044338
entertainment earth,con_skip,t1 AND t2,241,0.000077644
kendal county,sin_skip,t1 AND t2,338,0.000041475
kendal county,con_skip,t1 AND t2,338,0.000012359
holloway case,sin_skip,t1 AND t2,272,0.000031630
holloway case,con_skip,t1 AND t2,272,0.000010962
family circle,sin_skip,t1 AND t2,892,0.000186849
family circle,con_skip,t1 AND t2,892,0.000195158
colorado mills,sin_skip,t1 AND t2,91,0.000023880
colorado mills,con_skip,t1 AND t2,91,0.000039032
bishonen anime,sin_skip,t1 AND t2,50,0.000014244
bishonen anime,con_skip,t1 AND t2,50,0.000015920
eye makeup,sin_skip,t1 AND t2,218,0.000051530
eye makeup,con_skip,t1 AND t2,218,0.000078761
columbus texas,sin_skip,t1 AND t2,201,0.000043779
columbus texas,con_skip,t1 AND t2,201,0.000067519
web cam,sin_skip,t1 AND t2,204,0.000024229
web cam,con_skip,t1 AND t2,204,0.000025347
patio designs,sin_skip,t1 AND t2,59,0.000015850
patio designs,con_skip,t1 AND t2,59,0.000012289
hugo boss,sin_skip,t1 AND t2,72,0.000019900
hugo boss,con_skip,t1 AND t2,72,0.000031490
interactive weather,sin_skip,t1 AND t2,87,0.000022134
interactive weather,con_skip,t1 AND t2,87,0.000034144
police salaries,sin_skip,t1 AND t2,157,0.000034353
police salaries,con_skip,t1 AND t2,157,0.000020318
derek jeter,sin_skip,t1 AND t2,15,0.000006145
derek jeter,con_skip,t1 AND t2,15,0.000008728
zebras prints,sin_skip,t1 AND t2,14,0.000006634
zebras prints,con_skip,t1 AND t2,14,0.000009147
aruba map,sin_skip,t1 AND t2,446,0.000080227
aruba map,con_skip,t1 AND t2,446,0.000048038
dnr md,sin_skip,t1 AND t2,43,0.000012917
dnr md,con_skip,t1 AND t2,43,0.000009915
rabbit care,sin_skip,t1 AND t2,138,0.000031071
rabbit care,con_skip,t1 AND t2,138,0.000041336
photography washington,sin_skip,t1 AND t2,305,0.000048039
photography washington,con_skip,t1 AND t2,305,0.000068148
extensor retinaculum,sin_skip,t1 AND t2,3,0.000006075
extensor retinaculum,con_skip,t1 AND t2,3,0.000006633
skin yeast,sin_skip,t1 AND t2,59,0.000017107
skin yeast,con_skip,t1 AND t2,59,0.000015850
yahoo mail,sin_skip,t1 AND t2,67,0.000018014
yahoo mail,con_skip,t1 AND t2,67,0.000028558
salvage motorcycles,sin_skip,t1 AND t2,12,0.000007122
salvage motorcycles,con_skip,t1 AND t2,12,0.000009147
career builder,sin_skip,t1 AND t2,589,0.000198579
career builder,con_skip,t1 AND t2,589,0.000093494
bose logo,sin_skip,t1 AND t2,212,0.000042103
bose logo,con_skip,t1 AND t2,212,0.000014733
branford ct,sin_skip,t1 AND t2,26,0.000007610
branford ct,con_skip,t1 AND t2,26,0.000007262
mccoy usa,sin_skip,t1 AND t2,304,0.000056906
mccoy usa,con_skip,t1 AND t2,304,0.000032677
wal mart,sin_skip,t1 AND t2,16,0.000016827
wal mart,con_skip,t1 AND t2,16,0.000010822
dragon mugs,sin_skip,t1 AND t2,45,0.000010055
dragon mugs,con_skip,t1 AND t2,45,0.000007192
rebecca scott,sin_skip,t1 AND t2,86,0.000018573
rebecca scott,con_skip,t1 AND t2,86,0.000028627
peg happiness,sin_skip,t1 AND t2,18,0.000006145
peg happiness,con_skip,t1 AND t2,18,0.000009217
women galleries,sin_skip,t1 AND t2,272,0.000046083
women galleries,con_skip,t1 AND t2,272,0.000063749
franklin sports,sin_skip,t1 AND t2,352,0.000080018
franklin sports,con_skip,t1 AND t2,352,0.000115908
baseball draft,sin_skip,t1 AND t2,234,0.000052856
baseball draft,con_skip,t1 AND t2,234,0.000086023
sacramento movies,sin_skip,t1 AND t2,113,0.000026743
sacramento movies,con_skip,t1 AND t2,113,0.000031980
victory motorcycles,sin_skip,t1 AND t2,150,0.000026114
victory motorcycles,con_skip,t1 AND t2,150,0.000021436
pm pools,sin_skip,t1 AND t2,43,0.000015151
pm pools,con_skip,t1 AND t2,43,0.000022483
incentive coupon,sin_skip,t1 AND t2,8,0.000004817
incentive coupon,con_skip,t1 AND t2,8,0.000005865
gilbert republic,sin_skip,t1 AND t2,230,0.000048178
gilbert republic,con_skip,t1 AND t2,230,0.000059350
shot needle,sin_skip,t1 AND t2,142,0.000031420
shot needle,con_skip,t1 AND t2,142,0.000012987
outer spaces,sin_skip,t1 AND t2,75,0.000020458
outer spaces,con_skip,t1 AND t2,75,0.000031909
elmer wheeler,sin_skip,t1 AND t2,19,0.000009007
elmer wheeler,con_skip,t1 AND t2,19,0.000013476
nia long,sin_skip,t1 AND t2,518,0.000092726
nia long,con_skip,t1 AND t2,518,0.000022484
bed furniture,sin_skip,t1 AND t2,81,0.000021646
bed furniture,con_skip,t1 AND t2,81,0.000032957
halloween costumes,sin_skip,t1 AND t2,20,0.000008659
halloween costumes,con_skip,t1 AND t2,20,0.000013267
maximum exposure,sin_skip,t1 AND t2,129,0.000030024
maximum exposure,con_skip,t1 AND t2,129,0.000071011
hannibal soundtrack,sin_skip,t1 AND t2,70,0.000018224
hannibal soundtrack,con_skip,t1 AND t2,70,0.000022833
tom cruise,sin_skip,t1 AND t2,108,0.000026603
tom cruise,con_skip,t1 AND t2,108,0.000040917
gold braces,sin_skip,t1 AND t2,192,0.000040917
gold braces,con_skip,t1 AND t2,192,0.000014524
photography contests,sin_skip,t1 AND t2,66,0.000017666
photography contests,con_skip,t1 AND t2,66,0.000027650
penn dot,sin_skip,t1 AND t2,41,0.000013337
penn dot,con_skip,t1 AND t2,41,0.000051879
king tut,sin_skip,t1 AND t2,273,0.000040009
king tut,con_skip,t1 AND t2,273,0.000012150
michaels crafts,sin_skip,t1 AND t2,16,0.000006284
michaels crafts,con_skip,t1 AND t2,16,0.000008100
coldwater creek,sin_skip,t1 AND t2,8,0.000004748
coldwater creek,con_skip,t1 AND t2,8,0.000005795
surf jamaica,sin_skip,t1 AND t2,43,0.000010893
surf jamaica,con_skip,t1 AND t2,43,0.000014803
jaden smith,sin_skip,t1 AND t2,135,0.000023391
jaden smith,con_skip,t1 AND t2,135,0.000008099
gail langue,sin_skip,t1 AND t2,6,0.000004679
gail langue,con_skip,t1 AND t2,6,0.000006144
traffic tickets,sin_skip,t1 AND t2,116,0.000028558
traffic tickets,con_skip,t1 AND t2,116,0.000046502
meadowbrook school,sin_skip,t1 AND t2,518,0.000040009
meadowbrook school,con_skip,t1 AND t2,518,0.000019620
sleazy dream,sin_skip,t1 AND t2,76,0.000016130
sleazy dream,con_skip,t1 AND t2,76,0.000010544
instant messenger,sin_skip,t1 AND t2,33,0.000012009
instant messenger,con_skip,t1 AND t2,33,0.000017037
polly klaas,sin_skip,t1 AND t2,10,0.000006843
polly klaas,con_skip,t1 AND t2,10,0.000007122
tv tome,sin_skip,t1 AND t2,362,0.000047061
tv tome,con_skip,t1 AND t2,362,0.000051810
stock market,sin_skip,t1 AND t2,250,0.000042732
stock market,con_skip,t1 AND t2,250,0.000070033
philadelphia tribune,sin_skip,t1 AND t2,84,0.000014663
philadelphia tribune,con_skip,t1 AND t2,84,0.000018224
word twist,sin_skip,t1 AND t2,220,0.000038263
word twist,con_skip,t1 AND t2,220,0.000046642
yahoo messenger,sin_skip,t1 AND t2,40,0.000010893
yahoo messenger,con_skip,t1 AND t2,40,0.000016060
web browsers,sin_skip,t1 AND t2,204,0.000026672
web browsers,con_skip,t1 AND t2,204,0.000022553
virus protection,sin_skip,t1 AND t2,116,0.000022763
virus protection,con_skip,t1 AND t2,116,0.000033376
snatch movie,sin_skip,t1 AND t2,218,0.000045665
snatch movie,con_skip,t1 AND t2,218,0.000018155
jewish organizations,sin_skip,t1 AND t2,286,0.000062004
jewish organizations,con_skip,t1 AND t2,286,0.000116746
kelly clarkson,sin_skip,t1 AND t2,39,0.000012848
kelly clarkson,con_skip,t1 AND t2,39,0.000011382
psalm 68,sin_skip,t1 AND t2,136,0.000030024
psalm 68,con_skip,t1 AND t2,136,0.000024858
lancaster pa,sin_skip,t1 AND t2,76,0.000016269
lancaster pa,con_skip,t1 AND t2,76,0.000025137
burns security,sin_skip,t1 AND t2,126,0.000068567
burns security,con_skip,t1 AND t2,126,0.000045665
geneva switzerland,sin_skip,t1 AND t2,138,0.000030025
geneva switzerland,con_skip,t1 AND t2,138,0.000047271
marriage encounter,sin_skip,t1 AND t2,228,0.000049226
marriage encounter,con_skip,t1 AND t2,228,0.000067729
thoroughbred pedigree,sin_skip,t1 AND t2,13,0.000007192
thoroughbred pedigree,con_skip,t1 AND t2,13,0.000011800
spirit airlines,sin_skip,t1 AND t2,124,0.000025276
spirit airlines,con_skip,t1 AND t2,124,0.000037635
hunter douglas,sin_skip,t1 AND t2,100,0.000022064
hunter douglas,con_skip,t1 AND t2,100,0.000037845
jessica simpson,sin_skip,t1 AND t2,30,0.000010893
jessica simpson,con_skip,t1 AND t2,30,0.000012498
cursive lyrics,sin_skip,t1 AND t2,84,0.000017665
cursive lyrics,con_skip,t1 AND t2,84,0.000017944
katie holmes,sin_skip,t1 AND t2,18,0.000007611
katie holmes,con_skip,t1 AND t2,18,0.000010544
graves custom,sin_skip,t1 AND t2,49,0.000014244
graves custom,con_skip,t1 AND t2,49,0.000018224
chattanooga attractions,sin_skip,t1 AND t2,53,0.000014174
chattanooga attractions,con_skip,t1 AND t2,53,0.000015361
daniel williams,sin_skip,t1 AND t2,165,0.000052018
daniel williams,con_skip,t1 AND t2,165,0.000060816
tattoo removal,sin_skip,t1 AND t2,49,0.000012778
tattoo removal,con_skip,t1 AND t2,49,0.000018713
graffiti creator,sin_skip,t1 AND t2,64,0.000014942
graffiti creator,con_skip,t1 AND t2,64,0.000023321
la academia,sin_skip,t1 AND t2,306,0.000058164
la academia,con_skip,t1 AND t2,306,0.000049435
coleman trailers,sin_skip,t1 AND t2,25,0.000009566
coleman trailers,con_skip,t1 AND t2,25,0.000012848
raffle tickets,sin_skip,t1 AND t2,36,0.000010055
raffle tickets,con_skip,t1 AND t2,36,0.000015640
occupational hazards,sin_skip,t1 AND t2,20,0.000007052
occupational hazards,con_skip,t1 AND t2,20,0.000010544
miami apartments,sin_skip,t1 AND t2,86,0.000017316
miami apartments,con_skip,t1 AND t2,86,0.000023251
penn lottery,sin_skip,t1 AND t2,19,0.000007191
penn lottery,con_skip,t1 AND t2,19,0.000010404
rifle scopes,sin_skip,t1 AND t2,31,0.000007750
rifle scopes,con_skip,t1 AND t2,31,0.000011311
background images,sin_skip,t1 AND t2,9314,0.001630804
background images,con_skip,t1 AND t2,9314,0.002174941
elegant angel,sin_skip,t1 AND t2,57,0.000036517
elegant angel,con_skip,t1 AND t2,57,0.000090561
continental airlines,sin_skip,t1 AND t2,74,0.000017107
continental airlines,con_skip,t1 AND t2,74,0.000025904
abbott lab,sin_skip,t1 AND t2,36,0.000009008
abbott lab,con_skip,t1 AND t2,36,0.000011381
kawasaki voyager,sin_skip,t1 AND t2,20,0.000006633
kawasaki voyager,con_skip,t1 AND t2,20,0.000008867
software downloads,sin_skip,t1 AND t2,110,0.000017735
software downloads,con_skip,t1 AND t2,110,0.000014663
privacy preferences,sin_skip,t1 AND t2,17,0.000006633
privacy preferences,con_skip,t1 AND t2,17,0.000009635
wells fargo,sin_skip,t1 AND t2,38,0.000009426
wells fargo,con_skip,t1 AND t2,38,0.000014383
teen quizzes,sin_skip,t1 AND t2,19,0.000006284
teen quizzes,con_skip,t1 AND t2,19,0.000007122
travel directions,sin_skip,t1 AND t2,152,0.000028628
travel directions,con_skip,t1 AND t2,152,0.000038613
teen quizzes,sin_skip,t1 AND t2,19,0.000005655
teen quizzes,con_skip,t1 AND t2,19,0.000007261
cannon camcorder,sin_skip,t1 AND t2,36,0.000008100
cannon camcorder,con_skip,t1 AND t2,36,0.000009077
grid iron,sin_skip,t1 AND t2,118,0.000024439
grid iron,con_skip,t1 AND t2,118,0.000039939
danny roberts,sin_skip,t1 AND t2,72,0.000015152
danny roberts,con_skip,t1 AND t2,72,0.000025206
foot cramp,sin_skip,t1 AND t2,265,0.000037774
foot cramp,con_skip,t1 AND t2,265,0.000012847
virginia map,sin_skip,t1 AND t2,547,0.000083509
virginia map,con_skip,t1 AND t2,547,0.000141114
excise tax,sin_skip,t1 AND t2,59,0.000009077
excise tax,con_skip,t1 AND t2,59,0.000007261
dsm personality,sin_skip,t1 AND t2,52,0.000010962
dsm personality,con_skip,t1 AND t2,52,0.000009078
notch johnson,sin_skip,t1 AND t2,97,0.000021366
notch johnson,con_skip,t1 AND t2,97,0.000019272
pheasant eggs,sin_skip,t1 AND t2,32,0.000010474
pheasant eggs,con_skip,t1 AND t2,32,0.000013825
acton comics,sin_skip,t1 AND t2,92,0.000019201
acton comics,con_skip,t1 AND t2,92,0.000017595
ripped fuel,sin_skip,t1 AND t2,59,0.000015641
ripped fuel,con_skip,t1 AND t2,59,0.000015850
google maps,sin_skip,t1 AND t2,812,0.000156405
google maps,con_skip,t1 AND t2,812,0.000181821
covenant house,sin_skip,t1 AND t2,431,0.000072407
covenant house,con_skip,t1 AND t2,431,0.000021506
driving directions,sin_skip,t1 AND t2,98,0.000025276
driving directions,con_skip,t1 AND t2,98,0.000040079
abaya dubai,sin_skip,t1 AND t2,13,0.000006284
abaya dubai,con_skip,t1 AND t2,13,0.000007471
creative intention,sin_skip,t1 AND t2,93,0.000019551
creative intention,con_skip,t1 AND t2,93,0.000093355
northwest airlines,sin_skip,t1 AND t2,132,0.000032329
northwest airlines,con_skip,t1 AND t2,132,0.000052089
leave comments,sin_skip,t1 AND t2,209,0.000044757
leave comments,con_skip,t1 AND t2,209,0.000069754
lowered trucks,sin_skip,t1 AND t2,39,0.000012847
lowered trucks,con_skip,t1 AND t2,39,0.000019550
rent movie,sin_skip,t1 AND t2,227,0.000049575
rent movie,con_skip,t1 AND t2,227,0.000052857
hindu bhajans,sin_skip,t1 AND t2,34,0.000009007
hindu bhajans,con_skip,t1 AND t2,34,0.000007680
quantum cryptography,sin_skip,t1 AND t2,28,0.000010125
quantum cryptography,con_skip,t1 AND t2,28,0.000015152
jackson casino,sin_skip,t1 AND t2,107,0.000024508
jackson casino,con_skip,t1 AND t2,107,0.000034144
alabama doctors,sin_skip,t1 AND t2,97,0.000024438
alabama doctors,con_skip,t1 AND t2,97,0.000039869
werewolf breeding,sin_skip,t1 AND t2,37,0.000009565
werewolf breeding,con_skip,t1 AND t2,37,0.000011870
merrill haggard,sin_skip,t1 AND t2,10,0.000006284
merrill haggard,con_skip,t1 AND t2,10,0.000007680
ann taylor,sin_skip,t1 AND t2,90,0.000017107
ann taylor,con_skip,t1 AND t2,90,0.000022972
security transmissions,sin_skip,t1 AND t2,107,0.000022343
security transmissions,con_skip,t1 AND t2,107,0.000021506
xm radio,sin_skip,t1 AND t2,285,0.000039521
xm radio,con_skip,t1 AND t2,285,0.000013825
divorce decree,sin_skip,t1 AND t2,46,0.000011940
divorce decree,con_skip,t1 AND t2,46,0.000016618
phone numbers,sin_skip,t1 AND t2,232,0.000041755
phone numbers,con_skip,t1 AND t2,232,0.000065285
file sharing,sin_skip,t1 AND t2,112,0.000023460
file sharing,con_skip,t1 AND t2,112,0.000031490
tsunami warning,sin_skip,t1 AND t2,44,0.000011032
tsunami warning,con_skip,t1 AND t2,44,0.000011382
bam margera,sin_skip,t1 AND t2,5,0.000004329
bam margera,con_skip,t1 AND t2,5,0.000005237
red skelton,sin_skip,t1 AND t2,278,0.000036169
red skelton,con_skip,t1 AND t2,278,0.000012079
sailboat charters,sin_skip,t1 AND t2,12,0.000005725
sailboat charters,con_skip,t1 AND t2,12,0.000007960
ken harrelson,sin_skip,t1 AND t2,25,0.000005167
ken harrelson,con_skip,t1 AND t2,25,0.000006633
kendo la,sin_skip,t1 AND t2,295,0.000031490
kendo la,con_skip,t1 AND t2,295,0.000009566
norton healthcare,sin_skip,t1 AND t2,36,0.000010474
norton healthcare,con_skip,t1 AND t2,36,0.000017177
clavicle bones,sin_skip,t1 AND t2,26,0.000007471
clavicle bones,con_skip,t1 AND t2,26,0.000005656
truck tents,sin_skip,t1 AND t2,43,0.000010403
truck tents,con_skip,t1 AND t2,43,0.000007262
discount tire,sin_skip,t1 AND t2,24,0.000007472
discount tire,con_skip,t1 AND t2,24,0.000011451
traditional mantles,sin_skip,t1 AND t2,237,0.000009147
traditional mantles,con_skip,t1 AND t2,237,0.000009566
arizona lottery,sin_skip,t1 AND t2,61,0.000013057
arizona lottery,con_skip,t1 AND t2,61,0.000017526
dictionary meanings,sin_skip,t1 AND t2,194,0.000031979
dictionary meanings,con_skip,t1 AND t2,194,0.000041894
joshua jackson,sin_skip,t1 AND t2,96,0.000017247
joshua jackson,con_skip,t1 AND t2,96,0.000019551
bac limit,sin_skip,t1 AND t2,6047,0.001106917
bac limit,con_skip,t1 AND t2,6047,0.000061584
savannah ga,sin_skip,t1 AND t2,84,0.000019061
savannah ga,con_skip,t1 AND t2,84,0.000026184
swimming pools,sin_skip,t1 AND t2,56,0.000016618
swimming pools,con_skip,t1 AND t2,56,0.000020040
iowa playhouse,sin_skip,t1 AND t2,53,0.000013825
iowa playhouse,con_skip,t1 AND t2,53,0.000010054
flowerbed stone,sin_skip,t1 AND t2,120,0.000026115
flowerbed stone,con_skip,t1 AND t2,120,0.000012987
clinton iowa,sin_skip,t1 AND t2,85,0.000022484
clinton iowa,con_skip,t1 AND t2,85,0.000038543
credit reports,sin_skip,t1 AND t2,151,0.000035680
credit reports,con_skip,t1 AND t2,151,0.000056766
funnel cakes,sin_skip,t1 AND t2,9,0.000005655
funnel cakes,con_skip,t1 AND t2,9,0.000007052
alex baker,sin_skip,t1 AND t2,79,0.000021994
alex baker,con_skip,t1 AND t2,79,0.000034772
jackson outlets,sin_skip,t1 AND t2,101,0.000022833
jackson outlets,con_skip,t1 AND t2,101,0.000032468
arizona airports,sin_skip,t1 AND t2,107,0.000026742
arizona airports,con_skip,t1 AND t2,107,0.000043221
brazilian trans,sin_skip,t1 AND t2,76,0.000021157
brazilian trans,con_skip,t1 AND t2,76,0.000034563
alexandria va,sin_skip,t1 AND t2,62,0.000019551
alexandria va,con_skip,t1 AND t2,62,0.000029465
salisbury university,sin_skip,t1 AND t2,599,0.000110531
salisbury university,con_skip,t1 AND t2,599,0.000081903
block mail,sin_skip,t1 AND t2,130,0.000025765
block mail,con_skip,t1 AND t2,130,0.000043361
cable deal,sin_skip,t1 AND t2,179,0.000032468
cable deal,con_skip,t1 AND t2,179,0.000056697
jessica lynch,sin_skip,t1 AND t2,11,0.000005796
jessica lynch,con_skip,t1 AND t2,11,0.000007960
schumacher racing,sin_skip,t1 AND t2,86,0.000013197
schumacher racing,con_skip,t1 AND t2,86,0.000007191
diet pills,sin_skip,t1 AND t2,33,0.000009007
diet pills,con_skip,t1 AND t2,33,0.000012917
real pimps,sin_skip,t1 AND t2,233,0.000028628
real pimps,con_skip,t1 AND t2,233,0.000009216
liver cysts,sin_skip,t1 AND t2,22,0.000006215
liver cysts,con_skip,t1 AND t2,22,0.000006284
baby names,sin_skip,t1 AND t2,458,0.000083021
baby names,con_skip,t1 AND t2,458,0.000140206
california dmv,sin_skip,t1 AND t2,321,0.000046782
california dmv,con_skip,t1 AND t2,321,0.000020528
lowell ogle,sin_skip,t1 AND t2,11,0.000007122
lowell ogle,con_skip,t1 AND t2,11,0.000009846
baby blanket,sin_skip,t1 AND t2,66,0.000016129
baby blanket,con_skip,t1 AND t2,66,0.000059141
stove pipe,sin_skip,t1 AND t2,16,0.000005726
stove pipe,con_skip,t1 AND t2,16,0.000006144
southern cooking,sin_skip,t1 AND t2,256,0.000042243
southern cooking,con_skip,t1 AND t2,256,0.000049086
britney spears,sin_skip,t1 AND t2,7,0.000005237
britney spears,con_skip,t1 AND t2,7,0.000007122
downey high,sin_skip,t1 AND t2,583,0.000079250
downey high,con_skip,t1 AND t2,583,0.000026743
baseball pictures,sin_skip,t1 AND t2,205,0.000038682
baseball pictures,con_skip,t1 AND t2,205,0.000063400
sunrise time,sin_skip,t1 AND t2,1479,0.000213661
sunrise time,con_skip,t1 AND t2,1479,0.000116396
youth violence,sin_skip,t1 AND t2,206,0.000037985
youth violence,con_skip,t1 AND t2,206,0.000060956
yahoo mail,sin_skip,t1 AND t2,67,0.000015640
yahoo mail,con_skip,t1 AND t2,67,0.000023461
nsync nu,sin_skip,t1 AND t2,14,0.000006284
nsync nu,con_skip,t1 AND t2,14,0.000006703
court tv,sin_skip,t1 AND t2,514,0.000133573
court tv,con_skip,t1 AND t2,514,0.000176375
chevrolet dealers,sin_skip,t1 AND t2,14,0.000007192
chevrolet dealers,con_skip,t1 AND t2,14,0.000008728
yahoo sports,sin_skip,t1 AND t2,315,0.000061515
yahoo sports,con_skip,t1 AND t2,315,0.000079599
herald star,sin_skip,t1 AND t2,187,0.000040917
herald star,con_skip,t1 AND t2,187,0.000054602
dying rose,sin_skip,t1 AND t2,117,0.000029535
dying rose,con_skip,t1 AND t2,117,0.000046502
hp monitors,sin_skip,t1 AND t2,52,0.000016129
hp monitors,con_skip,t1 AND t2,52,0.000017176
pinellas clerk,sin_skip,t1 AND t2,37,0.000008378
pinellas clerk,con_skip,t1 AND t2,37,0.000008937
haden christensen,sin_skip,t1 AND t2,2,0.000004887
haden christensen,con_skip,t1 AND t2,2,0.000005655
katie holmes,sin_skip,t1 AND t2,18,0.000007611
katie holmes,con_skip,t1 AND t2,18,0.000010753
circus pictures,sin_skip,t1 AND t2,107,0.000026742
circus pictures,con_skip,t1 AND t2,107,0.000035261
tough stuff,sin_skip,t1 AND t2,39,0.000012359
tough stuff,con_skip,t1 AND t2,39,0.000020947
natalie portman,sin_skip,t1 AND t2,6,0.000005167
natalie portman,con_skip,t1 AND t2,6,0.000006214
daily times,sin_skip,t1 AND t2,533,0.000136715
daily times,con_skip,t1 AND t2,533,0.000130291
harlem renaissance,sin_skip,t1 AND t2,42,0.000008518
harlem renaissance,con_skip,t1 AND t2,42,0.000011590
family fun,sin_skip,t1 AND t2,890,0.000140067
family fun,con_skip,t1 AND t2,890,0.000214150
hilton hotels,sin_skip,t1 AND t2,28,0.000009147
hilton hotels,con_skip,t1 AND t2,28,0.000010962
tori kelly,sin_skip,t1 AND t2,38,0.000007610
tori kelly,con_skip,t1 AND t2,38,0.000008728
star wars,sin_skip,t1 AND t2,237,0.000052577
star wars,con_skip,t1 AND t2,237,0.000088607
somerset ky,sin_skip,t1 AND t2,49,0.000016269
somerset ky,con_skip,t1 AND t2,49,0.000021925
oliver james,sin_skip,t1 AND t2,211,0.000046223
oliver james,con_skip,t1 AND t2,211,0.000052857
parental control,sin_skip,t1 AND t2,293,0.000056766
parental control,con_skip,t1 AND t2,293,0.000034772
chicken snake,sin_skip,t1 AND t2,50,0.000015152
chicken snake,con_skip,t1 AND t2,50,0.000026672
bobby darin,sin_skip,t1 AND t2,18,0.000009217
bobby darin,con_skip,t1 AND t2,18,0.000009426
va beach,sin_skip,t1 AND t2,90,0.000023810
va beach,con_skip,t1 AND t2,90,0.000035261
ford pinto,sin_skip,t1 AND t2,48,0.000012778
ford pinto,con_skip,t1 AND t2,48,0.000010613
aol calendar,sin_skip,t1 AND t2,66,0.000017526
aol calendar,con_skip,t1 AND t2,66,0.000019620
funky town,sin_skip,t1 AND t2,538,0.000020040
funky town,con_skip,t1 AND t2,538,0.000010474
boost radio,sin_skip,t1 AND t2,299,0.000057185
boost radio,con_skip,t1 AND t2,299,0.000043570
global beauties,sin_skip,t1 AND t2,82,0.000012498
global beauties,con_skip,t1 AND t2,82,0.000009356
enchanted learning,sin_skip,t1 AND t2,100,0.000017247
enchanted learning,con_skip,t1 AND t2,100,0.000015082
american pup,sin_skip,t1 AND t2,816,0.000110950
american pup,con_skip,t1 AND t2,816,0.000020528
vin decoding,sin_skip,t1 AND t2,4,0.000003701
vin decoding,con_skip,t1 AND t2,4,0.000004748
california homeschooling,sin_skip,t1 AND t2,322,0.000062004
california homeschooling,con_skip,t1 AND t2,322,0.000019132
loco 88,sin_skip,t1 AND t2,349,0.000045386
loco 88,con_skip,t1 AND t2,349,0.000026254
criminal records,sin_skip,t1 AND t2,301,0.000063889
criminal records,con_skip,t1 AND t2,301,0.000104736
coastal campgrounds,sin_skip,t1 AND t2,46,0.000011381
coastal campgrounds,con_skip,t1 AND t2,46,0.000009496
auto trader,sin_skip,t1 AND t2,877,0.000116326
auto trader,con_skip,t1 AND t2,877,0.000095868
easton toyota,sin_skip,t1 AND t2,21,0.000009496
easton toyota,con_skip,t1 AND t2,21,0.000014803
people search,sin_skip,t1 AND t2,7902,0.001515455
people search,con_skip,t1 AND t2,7902,0.002157346
woodson county,sin_skip,t1 AND t2,344,0.000071849
woodson county,con_skip,t1 AND t2,344,0.000063400
watchers web,sin_skip,t1 AND t2,202,0.000022134
watchers web,con_skip,t1 AND t2,202,0.000017456
don omar,sin_skip,t1 AND t2,50,0.000009496
don omar,con_skip,t1 AND t2,50,0.000008099
weather channel,sin_skip,t1 AND t2,177,0.000031421
weather channel,con_skip,t1 AND t2,177,0.000051530
carols daughter,sin_skip,t1 AND t2,239,0.000035052
carols daughter,con_skip,t1 AND t2,239,0.000013126
internet explorer,sin_skip,t1 AND t2,123,0.000023321
internet explorer,con_skip,t1 AND t2,123,0.000038263
houseboat builders,sin_skip,t1 AND t2,12,0.000006145
houseboat builders,con_skip,t1 AND t2,12,0.000006284
shea butter,sin_skip,t1 AND t2,8,0.000005167
shea butter,con_skip,t1 AND t2,8,0.000007192
performance rods,sin_skip,t1 AND t2,217,0.000046642
performance rods,con_skip,t1 AND t2,217,0.000036797
government waste,sin_skip,t1 AND t2,555,0.000112137
government waste,con_skip,t1 AND t2,555,0.000113534
alison zur,sin_skip,t1 AND t2,20,0.000009008
alison zur,con_skip,t1 AND t2,20,0.000014104
football gear,sin_skip,t1 AND t2,378,0.000073245
football gear,con_skip,t1 AND t2,378,0.000082881
irs gov,sin_skip,t1 AND t2,11,0.000008518
irs gov,con_skip,t1 AND t2,11,0.000008658
vent cleaning,sin_skip,t1 AND t2,18,0.000008170
vent cleaning,con_skip,t1 AND t2,18,0.000027650
suzanne somers,sin_skip,t1 AND t2,9,0.000006703
suzanne somers,con_skip,t1 AND t2,9,0.000009496
katy perry,sin_skip,t1 AND t2,41,0.000011381
katy perry,con_skip,t1 AND t2,41,0.000011591
lenox ma,sin_skip,t1 AND t2,77,0.000016618
lenox ma,con_skip,t1 AND t2,77,0.000013895
fully committed,sin_skip,t1 AND t2,197,0.000042872
fully committed,con_skip,t1 AND t2,197,0.000105434
diamond rings,sin_skip,t1 AND t2,66,0.000018294
diamond rings,con_skip,t1 AND t2,66,0.000051111
tiki torches,sin_skip,t1 AND t2,6,0.000006983
tiki torches,con_skip,t1 AND t2,6,0.000007262
george alley,sin_skip,t1 AND t2,208,0.000039590
george alley,con_skip,t1 AND t2,208,0.000038124
