query,patron,total_postings,tiempo_seg,tiempo_seg_str
madonna wallpaper,t1 AND NOT t2,15,"0,000448227",0.000448227
myrtle beach,t1 AND NOT t2,62,"0,000489851",0.000489851
marijuana plants,t1 AND NOT t2,97,"0,000405904",0.000405904
vera bradley,t1 AND NOT t2,20,"0,000360091",0.000360091
prison rape,t1 AND NOT t2,88,"0,000471833",0.000471833
cardinal virtues,t1 AND NOT t2,43,"0,000488734",0.000488734
pen pals,t1 AND NOT t2,31,"0,000421270",0.000421270
phil bradley,t1 AND NOT t2,31,"0,000358065",0.000358065
patchy pumpkin,t1 AND NOT t2,3,"0,000461078",0.000461078
campylobacter isolation,t1 AND NOT t2,28,"0,000438939",0.000438939
photo oft,t1 AND NOT t2,86,"0,000476862",0.000476862
deck railing,t1 AND NOT t2,31,"0,000500118",0.000500118
driving direction,t1 AND NOT t2,215,"0,000517577",0.000517577
lila downs,t1 AND NOT t2,9,"0,000490550",0.000490550
mens briefs,t1 AND NOT t2,22,"0,000457097",0.000457097
gazebo installation,t1 AND NOT t2,33,"0,000493483",0.000493483
soap operas,t1 AND NOT t2,45,"0,000432304",0.000432304
collection agency,t1 AND NOT t2,289,"0,000523514",0.000523514
1953 mercury,t1 AND NOT t2,229,"0,000514574",0.000514574
ny lottery,t1 AND NOT t2,107,"0,000537482",0.000537482
nextel forums,t1 AND NOT t2,21,"0,000455910",0.000455910
allen tate,t1 AND NOT t2,69,"0,000568211",0.000568211
inspirational stories,t1 AND NOT t2,153,"0,000485382",0.000485382
official website,t1 AND NOT t2,1486,"0,001244812",0.001244812
crystal meth,t1 AND NOT t2,57,"0,000458284",0.000458284
photoshop tutorials,t1 AND NOT t2,6,"0,000418336",0.000418336
southwest airlines,t1 AND NOT t2,119,"0,000467643",0.000467643
hal kelley,t1 AND NOT t2,15,"0,000456189",0.000456189
prom dresses,t1 AND NOT t2,7,"0,000306733",0.000306733
auto zone,t1 AND NOT t2,1165,"0,000986547",0.000986547
georgia fireworks,t1 AND NOT t2,133,"0,000425390",0.000425390
map quest,t1 AND NOT t2,466,"0,000650901",0.000650901
santos sanchez,t1 AND NOT t2,17,"0,000531405",0.000531405
hell ya,t1 AND NOT t2,61,"0,000412121",0.000412121
sport authority,t1 AND NOT t2,317,"0,000762154",0.000762154
cartoon network,t1 AND NOT t2,221,"0,000565278",0.000565278
mickey dolenz,t1 AND NOT t2,11,"0,000382090",0.000382090
waco isd,t1 AND NOT t2,25,"0,000400877",0.000400877
yahoo messenger,t1 AND NOT t2,40,"0,000396546",0.000396546
gator ford,t1 AND NOT t2,52,"0,000442570",0.000442570
ray stark,t1 AND NOT t2,67,"0,000516321",0.000516321
anne geddes,t1 AND NOT t2,19,"0,000453326",0.000453326
rome climate,t1 AND NOT t2,150,"0,000503191",0.000503191
naruto chats,t1 AND NOT t2,4,"0,000462894",0.000462894
cartoon characters,t1 AND NOT t2,288,"0,000547538",0.000547538
steel specifications,t1 AND NOT t2,116,"0,000468760",0.000468760
cell phones,t1 AND NOT t2,104,"0,000390470",0.000390470
ink refills,t1 AND NOT t2,26,"0,000354154",0.000354154
sharon homes,t1 AND NOT t2,69,"0,000345145",0.000345145
southwest airlines,t1 AND NOT t2,119,"0,000387398",0.000387398
psychogenic polydipsia,t1 AND NOT t2,2,"0,000351570",0.000351570
catholic homeschooling,t1 AND NOT t2,90,"0,000398711",0.000398711
dr phil,t1 AND NOT t2,62,"0,000375595",0.000375595
cif gov,t1 AND NOT t2,10,"0,000279985",0.000279985
karma sutra,t1 AND NOT t2,6,"0,000334878",0.000334878
amerie rollin,t1 AND NOT t2,7,"0,000304778",0.000304778
dvd decoder,t1 AND NOT t2,132,"0,000447319",0.000447319
vida guerra,t1 AND NOT t2,12,"0,000425670",0.000425670
valley fever,t1 AND NOT t2,89,"0,000360999",0.000360999
harlem diplomats,t1 AND NOT t2,19,"0,000306594",0.000306594
college stuff,t1 AND NOT t2,331,"0,000437123",0.000437123
toon disney,t1 AND NOT t2,31,"0,000416940",0.000416940
carolina pottery,t1 AND NOT t2,25,"0,000344447",0.000344447
ana mia,t1 AND NOT t2,14,"0,000372522",0.000372522
nascar autographs,t1 AND NOT t2,14,"0,000334320",0.000334320
king tut,t1 AND NOT t2,273,"0,000471205",0.000471205
pulmonary hypertension,t1 AND NOT t2,7,"0,000313927",0.000313927
pets health,t1 AND NOT t2,188,"0,000383906",0.000383906
herbal life,t1 AND NOT t2,683,"0,000606483",0.000606483
national university,t1 AND NOT t2,1130,"0,000785970",0.000785970
ashtabula ohio,t1 AND NOT t2,103,"0,000352897",0.000352897
gardening tips,t1 AND NOT t2,31,"0,000334809",0.000334809
movie times,t1 AND NOT t2,645,"0,000612489",0.000612489
weight gain,t1 AND NOT t2,257,"0,000475465",0.000475465
clinton investments,t1 AND NOT t2,41,"0,000439567",0.000439567
downloading songs,t1 AND NOT t2,270,"0,000434889",0.000434889
enlarged spleen,t1 AND NOT t2,28,"0,000307921",0.000307921
ufo 800,t1 AND NOT t2,50,"0,000382089",0.000382089
spokane motels,t1 AND NOT t2,12,"0,000493623",0.000493623
katie holmes,t1 AND NOT t2,18,"0,000423155",0.000423155
paris hilton,t1 AND NOT t2,166,"0,002036229",0.002036229
filipino actress,t1 AND NOT t2,152,"0,000462685",0.000462685
murfreesboro tn,t1 AND NOT t2,40,"0,000442221",0.000442221
jean skirt,t1 AND NOT t2,88,"0,000411422",0.000411422
afghan radio,t1 AND NOT t2,290,"0,000493972",0.000493972
houston wb,t1 AND NOT t2,52,"0,000342561",0.000342561
wedding proposals,t1 AND NOT t2,87,"0,000360440",0.000360440
braxton hicks,t1 AND NOT t2,6,"0,000375874",0.000375874
denon 2105,t1 AND NOT t2,3,"0,000336625",0.000336625
dance bush,t1 AND NOT t2,165,"0,000421060",0.000421060
italian supermodels,t1 AND NOT t2,198,"0,000434609",0.000434609
option quote,t1 AND NOT t2,66,"0,000345075",0.000345075
sears appliances,t1 AND NOT t2,11,"0,000373778",0.000373778
search engine,t1 AND NOT t2,6159,"0,002479777",0.002479777
driving directions,t1 AND NOT t2,98,"0,000389633",0.000389633
jfk airport,t1 AND NOT t2,73,"0,000324752",0.000324752
kaiser permanente,t1 AND NOT t2,6,"0,000339697",0.000339697
niceville florida,t1 AND NOT t2,145,"0,000460868",0.000460868
beaver collectibles,t1 AND NOT t2,12,"0,000342072",0.000342072
texas cellular,t1 AND NOT t2,187,"0,000423504",0.000423504
fat sims,t1 AND NOT t2,41,"0,000342351",0.000342351
airline stickers,t1 AND NOT t2,32,"0,000359601",0.000359601
landscaping pavers,t1 AND NOT t2,5,"0,000312041",0.000312041
yahoo finance,t1 AND NOT t2,104,"0,000434538",0.000434538
accidental falls,t1 AND NOT t2,83,"0,000441802",0.000441802
spanish translation,t1 AND NOT t2,283,"0,000504587",0.000504587
wes craven,t1 AND NOT t2,5,"0,000346542",0.000346542
invisible fence,t1 AND NOT t2,28,"0,000313159",0.000313159
cat diseases,t1 AND NOT t2,98,"0,000379366",0.000379366
washing machines,t1 AND NOT t2,42,"0,000272163",0.000272163
music videos,t1 AND NOT t2,847,"0,000634348",0.000634348
kitchen equipment,t1 AND NOT t2,155,"0,000461217",0.000461217
silk tonight,t1 AND NOT t2,32,"0,000373081",0.000373081
free puppies,t1 AND NOT t2,6046,"0,002505338",0.002505338
download music,t1 AND NOT t2,821,"0,000649574",0.000649574
surgical terminology,t1 AND NOT t2,47,"0,000286690",0.000286690
med sed,t1 AND NOT t2,21,"0,000337672",0.000337672
judicial watch,t1 AND NOT t2,94,"0,000391448",0.000391448
mlb 2006,t1 AND NOT t2,1482,"0,000847916",0.000847916
master rao,t1 AND NOT t2,166,"0,000447320",0.000447320
frandsen keri,t1 AND NOT t2,2,"0,000353875",0.000353875
jane march,t1 AND NOT t2,1436,"0,000718505",0.000718505
gia darling,t1 AND NOT t2,7,"0,000278588",0.000278588
cnn money,t1 AND NOT t2,225,"0,000476791",0.000476791
eb chord,t1 AND NOT t2,106,"0,000378807",0.000378807
fleet bank,t1 AND NOT t2,157,"0,000433631",0.000433631
indonesia media,t1 AND NOT t2,6101,"0,002552410",0.002552410
vascular diseases,t1 AND NOT t2,48,"0,000368192",0.000368192
aol games,t1 AND NOT t2,313,"0,000493692",0.000493692
crazy places,t1 AND NOT t2,278,"0,000400457",0.000400457
496 pc,t1 AND NOT t2,68,"0,000381670",0.000381670
wolf tattoo,t1 AND NOT t2,42,"0,000275864",0.000275864
ellis island,t1 AND NOT t2,189,"0,000397175",0.000397175
super taboo,t1 AND NOT t2,56,"0,000355341",0.000355341
national weather,t1 AND NOT t2,609,"0,000591956",0.000591956
cinnamon stix,t1 AND NOT t2,4,"0,000384324",0.000384324
nigeria newspapers,t1 AND NOT t2,110,"0,000369588",0.000369588
mens thong,t1 AND NOT t2,22,"0,000311064",0.000311064
live fish,t1 AND NOT t2,434,"0,000528891",0.000528891
downtown disney,t1 AND NOT t2,100,"0,000483775",0.000483775
mail preferences,t1 AND NOT t2,45,"0,000413587",0.000413587
suzanne mcneil,t1 AND NOT t2,6,"0,000409607",0.000409607
michael blake,t1 AND NOT t2,134,"0,000342561",0.000342561
continental airline,t1 AND NOT t2,56,"0,000369589",0.000369589
pure movie,t1 AND NOT t2,266,"0,000394172",0.000394172
luis miguel,t1 AND NOT t2,24,"0,000347171",0.000347171
hearth pad,t1 AND NOT t2,10,"0,000307990",0.000307990
stock quotes,t1 AND NOT t2,113,"0,000337253",0.000337253
willies baits,t1 AND NOT t2,2,"0,000281871",0.000281871
mail preferences,t1 AND NOT t2,45,"0,000342770",0.000342770
indiana lottery,t1 AND NOT t2,72,"0,001229587",0.001229587
group usa,t1 AND NOT t2,880,"0,000667522",0.000667522
online dictionary,t1 AND NOT t2,320,"0,000476163",0.000476163
microsoft lawsuits,t1 AND NOT t2,33,"0,000426367",0.000426367
colonel stone,t1 AND NOT t2,166,"0,000429720",0.000429720
crab salad,t1 AND NOT t2,15,"0,000430559",0.000430559
robins nest,t1 AND NOT t2,23,"0,000263922",0.000263922
love test,t1 AND NOT t2,385,"0,000467852",0.000467852
lying children,t1 AND NOT t2,453,"0,000533221",0.000533221
parents jokes,t1 AND NOT t2,151,"0,000347171",0.000347171
money magazine,t1 AND NOT t2,433,"0,000488873",0.000488873
tom cruise,t1 AND NOT t2,108,"0,000380274",0.000380274
trip advisor,t1 AND NOT t2,112,"0,000351151",0.000351151
nail pro,t1 AND NOT t2,70,"0,000431955",0.000431955
chris adler,t1 AND NOT t2,127,"0,000402064",0.000402064
finding addresses,t1 AND NOT t2,104,"0,000316022",0.000316022
woman fighter,t1 AND NOT t2,199,"0,000506893",0.000506893
champion air,t1 AND NOT t2,320,"0,000424901",0.000424901
chesapeake bay,t1 AND NOT t2,84,"0,000406044",0.000406044
yahoo mail,t1 AND NOT t2,67,"0,000371474",0.000371474
1980 shasta,t1 AND NOT t2,380,"0,000516530",0.000516530
florida offender,t1 AND NOT t2,152,"0,000517927",0.000517927
fischer price,t1 AND NOT t2,103,"0,000313228",0.000313228
blocked list,t1 AND NOT t2,1751,"0,001008686",0.001008686
ebay motors,t1 AND NOT t2,17,"0,000369030",0.000369030
tufts university,t1 AND NOT t2,582,"0,000437891",0.000437891
american airlines,t1 AND NOT t2,860,"0,000547538",0.000547538
diamondbacks roster,t1 AND NOT t2,44,"0,000286271",0.000286271
american idol,t1 AND NOT t2,823,"0,000638888",0.000638888
maps fl,t1 AND NOT t2,806,"0,000646780",0.000646780
stripes movie,t1 AND NOT t2,229,"0,000479585",0.000479585
papa johns,t1 AND NOT t2,30,"0,000398641",0.000398641
symptoms appendicitis,t1 AND NOT t2,25,"0,000353874",0.000353874
ac dc,t1 AND NOT t2,395,"0,000562484",0.000562484
robots movie,t1 AND NOT t2,227,"0,000468830",0.000468830
samsung 315,t1 AND NOT t2,19,"0,000277611",0.000277611
joshua jackson,t1 AND NOT t2,96,"0,000360998",0.000360998
times union,t1 AND NOT t2,611,"0,000606553",0.000606553
unintended consequences,t1 AND NOT t2,48,"0,000466944",0.000466944
wallpaper borders,t1 AND NOT t2,76,"0,000359741",0.000359741
sams clubs,t1 AND NOT t2,181,"0,000395010",0.000395010
hair cuts,t1 AND NOT t2,88,"0,000297375",0.000297375
dog poop,t1 AND NOT t2,66,"0,000395569",0.000395569
easy readers,t1 AND NOT t2,120,"0,000346891",0.000346891
christmas store,t1 AND NOT t2,158,"0,000348218",0.000348218
sweet potato,t1 AND NOT t2,39,"0,000388166",0.000388166
kohler accessories,t1 AND NOT t2,21,"0,000269649",0.000269649
las vegas,t1 AND NOT t2,37,"0,000475395",0.000475395
shocking pictures,t1 AND NOT t2,100,"0,000389772",0.000389772
ma doc,t1 AND NOT t2,98,"0,000296816",0.000296816
shetland sheep,t1 AND NOT t2,29,"0,000346402",0.000346402
american chopper,t1 AND NOT t2,820,"0,000686518",0.000686518
biker tees,t1 AND NOT t2,3,"0,000357158",0.000357158
banner code,t1 AND NOT t2,441,"0,000478677",0.000478677
doc johnson,t1 AND NOT t2,115,"0,000294233",0.000294233
john cena,t1 AND NOT t2,378,"0,000471763",0.000471763
tec elgin,t1 AND NOT t2,15,"0,000315742",0.000315742
edward hopper,t1 AND NOT t2,119,"0,000362674",0.000362674
yellow labs,t1 AND NOT t2,129,"0,000410723",0.000410723
pool companys,t1 AND NOT t2,55,"0,000361069",0.000361069
tom cruise,t1 AND NOT t2,108,"0,000392565",0.000392565
avalon apartments,t1 AND NOT t2,27,"0,000351011",0.000351011
wedding cameras,t1 AND NOT t2,59,"0,000393963",0.000393963
debbie miller,t1 AND NOT t2,51,"0,000408558",0.000408558
motor homes,t1 AND NOT t2,123,"0,000344865",0.000344865
cheap flights,t1 AND NOT t2,43,"0,000365468",0.000365468
sonny emery,t1 AND NOT t2,6,"0,000358903",0.000358903
colonial downs,t1 AND NOT t2,55,"0,000448996",0.000448996
hollywood agents,t1 AND NOT t2,113,"0,000390610",0.000390610
aruba disappearance,t1 AND NOT t2,26,"0,000306663",0.000306663
scenic vistas,t1 AND NOT t2,14,"0,001149970",0.001149970
italy doors,t1 AND NOT t2,303,"0,000454163",0.000454163
sun labs,t1 AND NOT t2,99,"0,000405206",0.000405206
teen cakes,t1 AND NOT t2,18,"0,000352129",0.000352129
alcohol 120,t1 AND NOT t2,441,"0,000469808",0.000469808
rolls royce,t1 AND NOT t2,22,"0,000345564",0.000345564
centennial gardens,t1 AND NOT t2,68,"0,000397314",0.000397314
vein removal,t1 AND NOT t2,56,"0,000350243",0.000350243
gator shoes,t1 AND NOT t2,16,"0,000377759",0.000377759
belmont park,t1 AND NOT t2,180,"0,000400318",0.000400318
pocket bikes,t1 AND NOT t2,33,"0,000268322",0.000268322
child psychology,t1 AND NOT t2,205,"0,000459261",0.000459261
realty executives,t1 AND NOT t2,28,"0,000340954",0.000340954
jessica alba,t1 AND NOT t2,24,"0,000336904",0.000336904
miami herald,t1 AND NOT t2,85,"0,000319164",0.000319164
siesta ware,t1 AND NOT t2,12,"0,000303660",0.000303660
ocean view,t1 AND NOT t2,1868,"0,001032083",0.001032083
cash advance,t1 AND NOT t2,105,"0,000421059",0.000421059
garden snakes,t1 AND NOT t2,80,"0,000386210",0.000386210
comcast dsl,t1 AND NOT t2,8,"0,000260151",0.000260151
disney cruise,t1 AND NOT t2,56,"0,000337323",0.000337323
indiana airlines,t1 AND NOT t2,109,"0,000417708",0.000417708
hair fallout,t1 AND NOT t2,64,"0,000365957",0.000365957
sherman lewis,t1 AND NOT t2,77,"0,000361906",0.000361906
chalk colorado,t1 AND NOT t2,72,"0,000373010",0.000373010
abt electronics,t1 AND NOT t2,43,"0,000383417",0.000383417
map directions,t1 AND NOT t2,460,"0,000506613",0.000506613
honolulu news,t1 AND NOT t2,365,"0,000398781",0.000398781
manzanita beach,t1 AND NOT t2,62,"0,000348707",0.000348707
downey savings,t1 AND NOT t2,12,"0,000291857",0.000291857
peoria illinois,t1 AND NOT t2,135,"0,000386838",0.000386838
map quest,t1 AND NOT t2,466,"0,000571494",0.000571494
salt covenant,t1 AND NOT t2,37,"0,000353176",0.000353176
smith barney,t1 AND NOT t2,143,"0,000405695",0.000405695
dark connection,t1 AND NOT t2,204,"0,000395778",0.000395778
bobby valentino,t1 AND NOT t2,21,"0,000358763",0.000358763
blue book,t1 AND NOT t2,895,"0,000580363",0.000580363
washington mutual,t1 AND NOT t2,284,"0,000355691",0.000355691
chiari malformation,t1 AND NOT t2,3,"0,000383137",0.000383137
foreskin fun,t1 AND NOT t2,51,"0,000270486",0.000270486
mordecai wwe,t1 AND NOT t2,12,"0,000328174",0.000328174
thread mills,t1 AND NOT t2,45,"0,000430279",0.000430279
la times,t1 AND NOT t2,723,"0,000562833",0.000562833
mls search,t1 AND NOT t2,6047,"0,002257968",0.002257968
coldwell bankers,t1 AND NOT t2,5,"0,000385302",0.000385302
pathological liar,t1 AND NOT t2,13,"0,000365887",0.000365887
bird bath,t1 AND NOT t2,119,"0,000340815",0.000340815
springfield ohio,t1 AND NOT t2,130,"0,000399899",0.000399899
wal mart,t1 AND NOT t2,16,"0,000330967",0.000330967
kidney stones,t1 AND NOT t2,39,"0,000341164",0.000341164
outdoor shutters,t1 AND NOT t2,30,"0,000433700",0.000433700
marshfield ma,t1 AND NOT t2,76,"0,000335437",0.000335437
tiki huts,t1 AND NOT t2,6,"0,000349056",0.000349056
imax florida,t1 AND NOT t2,150,"0,000302893",0.000302893
peripheral electronics,t1 AND NOT t2,55,"0,000356180",0.000356180
carmen electra,t1 AND NOT t2,11,"0,000290810",0.000290810
camping accessories,t1 AND NOT t2,25,"0,000262036",0.000262036
design acoustics,t1 AND NOT t2,242,"0,000404439",0.000404439
hp printers,t1 AND NOT t2,50,"0,000404857",0.000404857
galena il,t1 AND NOT t2,59,"0,000341583",0.000341583
theological statement,t1 AND NOT t2,88,"0,000321470",0.000321470
ice queen,t1 AND NOT t2,244,"0,000492714",0.000492714
automatic chores,t1 AND NOT t2,34,"0,000326777",0.000326777
party games,t1 AND NOT t2,572,"0,000491527",0.000491527
mike jones,t1 AND NOT t2,157,"0,000372522",0.000372522
surinam cherry,t1 AND NOT t2,14,"0,000315533",0.000315533
fox news,t1 AND NOT t2,420,"0,000472322",0.000472322
medina steakhouse,t1 AND NOT t2,13,"0,000323215",0.000323215
music downloads,t1 AND NOT t2,780,"0,000666265",0.000666265
bull pictures,t1 AND NOT t2,107,"0,000374407",0.000374407
american airlines,t1 AND NOT t2,860,"0,001696043",0.001696043
bike shops,t1 AND NOT t2,56,"0,000374128",0.000374128
maryland cemetaries,t1 AND NOT t2,82,"0,000395709",0.000395709
cheerleading pictures,t1 AND NOT t2,93,"0,000359252",0.000359252
disney channel,t1 AND NOT t2,147,"0,000378039",0.000378039
antidepressant drugs,t1 AND NOT t2,42,"0,000358135",0.000358135
hot chicks,t1 AND NOT t2,99,"0,000330897",0.000330897
stone crabs,t1 AND NOT t2,123,"0,000344167",0.000344167
pennsylvania map,t1 AND NOT t2,569,"0,000536993",0.000536993
heaven scent,t1 AND NOT t2,46,"0,000326708",0.000326708
mosley st,t1 AND NOT t2,71,"0,000438590",0.000438590
cpa exam,t1 AND NOT t2,15,"0,000483566",0.000483566
hilary duff,t1 AND NOT t2,5,"0,000377690",0.000377690
human rights,t1 AND NOT t2,517,"0,000525539",0.000525539
greg weis,t1 AND NOT t2,17,"0,000264900",0.000264900
ipod shuffle,t1 AND NOT t2,11,"0,000343748",0.000343748
music videos,t1 AND NOT t2,847,"0,000721159",0.000721159
cleveland browns,t1 AND NOT t2,63,"0,000330409",0.000330409
hyundai tucson,t1 AND NOT t2,7,"0,000329990",0.000329990
radar magazine,t1 AND NOT t2,271,"0,000438519",0.000438519
layered hair,t1 AND NOT t2,59,"0,000336974",0.000336974
susan wheeler,t1 AND NOT t2,23,"0,000354992",0.000354992
keyword sessions,t1 AND NOT t2,52,"0,000318816",0.000318816
abc tv,t1 AND NOT t2,406,"0,000462195",0.000462195
purple martins,t1 AND NOT t2,29,"0,000330967",0.000330967
lax map,t1 AND NOT t2,450,"0,000552497",0.000552497
brandon rodgers,t1 AND NOT t2,22,"0,000411492",0.000411492
christian lyrics,t1 AND NOT t2,246,"0,000528892",0.000528892
avery labels,t1 AND NOT t2,43,"0,000342980",0.000342980
jim shore,t1 AND NOT t2,79,"0,000378738",0.000378738
israel news,t1 AND NOT t2,440,"0,000527146",0.000527146
cancun mexico,t1 AND NOT t2,147,"0,000615701",0.000615701
nsa nationals,t1 AND NOT t2,18,"0,000375595",0.000375595
map quest,t1 AND NOT t2,466,"0,000619892",0.000619892
hayden christensen,t1 AND NOT t2,8,"0,000419594",0.000419594
cheap hotels,t1 AND NOT t2,43,"0,000371684",0.000371684
magic tricks,t1 AND NOT t2,75,"0,000360649",0.000360649
granny exposed,t1 AND NOT t2,42,"0,000381671",0.000381671
adidas cairo,t1 AND NOT t2,25,"0,000298911",0.000298911
southwest airlines,t1 AND NOT t2,119,"0,000348218",0.000348218
piazza reality,t1 AND NOT t2,83,"0,000405067",0.000405067
ross clothing,t1 AND NOT t2,76,"0,000331037",0.000331037
sound click,t1 AND NOT t2,187,"0,000363932",0.000363932
southwest airline,t1 AND NOT t2,101,"0,000293394",0.000293394
song wrapper,t1 AND NOT t2,371,"0,000393264",0.000393264
woodbury commons,t1 AND NOT t2,251,"0,000419384",0.000419384
sign language,t1 AND NOT t2,880,"0,000661935",0.000661935
yahoo maps,t1 AND NOT t2,799,"0,000681909",0.000681909
camel toe,t1 AND NOT t2,10,"0,000433980",0.000433980
lake george,t1 AND NOT t2,298,"0,000434539",0.000434539
shinto shrine,t1 AND NOT t2,21,"0,000296676",0.000296676
usda rhs,t1 AND NOT t2,10,"0,000300937",0.000300937
john peterson,t1 AND NOT t2,386,"0,000625829",0.000625829
lincoln wv,t1 AND NOT t2,69,"0,000408419",0.000408419
west marine,t1 AND NOT t2,479,"0,000606273",0.000606273
crossword puzzles,t1 AND NOT t2,9,"0,000329012",0.000329012
july 2005,t1 AND NOT t2,1939,"0,001189011",0.001189011
holiday inn,t1 AND NOT t2,73,"0,000327545",0.000327545
missy eliot,t1 AND NOT t2,9,"0,000310574",0.000310574
infected spleen,t1 AND NOT t2,25,"0,000356878",0.000356878
nj lottery,t1 AND NOT t2,37,"0,000354713",0.000354713
store finder,t1 AND NOT t2,188,"0,000428952",0.000428952
ballet steps,t1 AND NOT t2,62,"0,000382719",0.000382719
teeth whitening,t1 AND NOT t2,25,"0,000265319",0.000265319
bee pollen,t1 AND NOT t2,27,"0,000359392",0.000359392
credit unions,t1 AND NOT t2,74,"0,000323914",0.000323914
eva mendes,t1 AND NOT t2,14,"0,000357367",0.000357367
helen keller,t1 AND NOT t2,18,"0,000323984",0.000323984
sim slots,t1 AND NOT t2,16,"0,000310645",0.000310645
myspace codes,t1 AND NOT t2,218,"0,000421758",0.000421758
american express,t1 AND NOT t2,863,"0,002139311",0.002139311
national review,t1 AND NOT t2,719,"0,000804965",0.000804965
hitler youth,t1 AND NOT t2,163,"0,000434749",0.000434749
sea monkeys,t1 AND NOT t2,203,"0,000462614",0.000462614
craven pottery,t1 AND NOT t2,13,"0,000307781",0.000307781
apartment search,t1 AND NOT t2,6088,"0,002398484",0.002398484
linda tran,t1 AND NOT t2,12,"0,000359532",0.000359532
yahoo games,t1 AND NOT t2,329,"0,000436564",0.000436564
teachers gifts,t1 AND NOT t2,78,"0,000447529",0.000447529
aloha kai,t1 AND NOT t2,14,"0,000413657",0.000413657
quality inn,t1 AND NOT t2,261,"0,000421060",0.000421060
yahoo mail,t1 AND NOT t2,67,"0,000402063",0.000402063
geography philosophy,t1 AND NOT t2,957,"0,000746511",0.000746511
dc accommodations,t1 AND NOT t2,128,"0,000362605",0.000362605
yahoo photos,t1 AND NOT t2,810,"0,000647478",0.000647478
weber grills,t1 AND NOT t2,9,"0,000323355",0.000323355
employee evaluations,t1 AND NOT t2,39,"0,000359043",0.000359043
florida drivers,t1 AND NOT t2,184,"0,000458843",0.000458843
star wars,t1 AND NOT t2,237,"0,000449904",0.000449904
funny videos,t1 AND NOT t2,87,"0,000329501",0.000329501
dallas isd,t1 AND NOT t2,60,"0,000332574",0.000332574
marshall inman,t1 AND NOT t2,46,"0,000367633",0.000367633
ocean fishing,t1 AND NOT t2,103,"0,000360580",0.000360580
italy flights,t1 AND NOT t2,283,"0,000449205",0.000449205
yahoo mail,t1 AND NOT t2,67,"0,000390540",0.000390540
puppy training,t1 AND NOT t2,203,"0,000463731",0.000463731
pioneer league,t1 AND NOT t2,306,"0,000449205",0.000449205
tko farm,t1 AND NOT t2,77,"0,000349475",0.000349475
smee builders,t1 AND NOT t2,12,"0,000384115",0.000384115
enable sounds,t1 AND NOT t2,62,"0,000326917",0.000326917
atm babes,t1 AND NOT t2,4,"0,000304987",0.000304987
vida tv,t1 AND NOT t2,352,"0,000420432",0.000420432
detroit sponge,t1 AND NOT t2,53,"0,000320212",0.000320212
header collectors,t1 AND NOT t2,29,"0,000350103",0.000350103
monica sweetheart,t1 AND NOT t2,4,"0,000394102",0.000394102
car rentals,t1 AND NOT t2,227,"0,000347519",0.000347519
phone book,t1 AND NOT t2,775,"0,000605645",0.000605645
nbc news,t1 AND NOT t2,402,"0,000483427",0.000483427
horse lovers,t1 AND NOT t2,68,"0,000407581",0.000407581
jacksonville florida,t1 AND NOT t2,167,"0,000383416",0.000383416
dance poms,t1 AND NOT t2,113,"0,000379436",0.000379436
nicky cruz,t1 AND NOT t2,12,"0,000339278",0.000339278
hairy men,t1 AND NOT t2,270,"0,000570306",0.000570306
graduation jokes,t1 AND NOT t2,51,"0,000423505",0.000423505
napoleon dynamite,t1 AND NOT t2,19,"0,000351640",0.000351640
york pa,t1 AND NOT t2,139,"0,000455631",0.000455631
lilly pulitzer,t1 AND NOT t2,4,"0,000459262",0.000459262
thermos coolers,t1 AND NOT t2,3,"0,000337532",0.000337532
online rpg,t1 AND NOT t2,170,"0,000474975",0.000474975
tom petty,t1 AND NOT t2,92,"0,000453186",0.000453186
buddy profile,t1 AND NOT t2,326,"0,000581411",0.000581411
ceiling alternatives,t1 AND NOT t2,29,"0,000404229",0.000404229
cornell university,t1 AND NOT t2,594,"0,000569119",0.000569119
sprint pcs,t1 AND NOT t2,15,"0,000411771",0.000411771
boxer dog,t1 AND NOT t2,85,"0,000362535",0.000362535
hofstra university,t1 AND NOT t2,582,"0,000629250",0.000629250
ovarian cancer,t1 AND NOT t2,69,"0,000414635",0.000414635
toy story,t1 AND NOT t2,370,"0,000471205",0.000471205
wild cherry,t1 AND NOT t2,74,"0,000469808",0.000469808
creative launcher,t1 AND NOT t2,61,"0,000351081",0.000351081
volcanic activity,t1 AND NOT t2,126,"0,000391449",0.000391449
lazy boy,t1 AND NOT t2,117,"0,000378807",0.000378807
online surveys,t1 AND NOT t2,172,"0,000468830",0.000468830
wedding dresses,t1 AND NOT t2,49,"0,000360160",0.000360160
eileen vargas,t1 AND NOT t2,8,"0,000358624",0.000358624
connecticut government,t1 AND NOT t2,590,"0,000532174",0.000532174
bahia mar,t1 AND NOT t2,45,"0,000395359",0.000395359
real ghosts,t1 AND NOT t2,248,"0,000450672",0.000450672
food tv,t1 AND NOT t2,499,"0,000554732",0.000554732
samurai outfits,t1 AND NOT t2,16,"0,000295000",0.000295000
cyber text,t1 AND NOT t2,6048,"0,004212974",0.004212974
midnight velvet,t1 AND NOT t2,29,"0,000284874",0.000284874
alaska cruise,t1 AND NOT t2,68,"0,000289064",0.000289064
shawnee trails,t1 AND NOT t2,30,"0,000386699",0.000386699
shrek movie,t1 AND NOT t2,219,"0,000405206",0.000405206
rice texas,t1 AND NOT t2,207,"0,000509057",0.000509057
michael fay,t1 AND NOT t2,120,"0,000303661",0.000303661
